인증구분,인증번호,인증제품명,업체명,사업자등록번호,대표자,인증일자,만료일자
성능인증,23-ADI0107,탈부착 다기능 투명방음판,주식회사 유승EPC,1348731506,김유성,2023-02-17,2026-02-16
성능인증,23-ADI0108,지지공 삽입 및 상하부 연결구조를 통하여 내구성과 배수성이 향상된 토탈옹벽블록,(주)대진개발,1328625883,임종덕,2023-02-17,2026-02-16
성능인증,23-AAD0098,고 내마모성 GCD450을 밸브에 적용하고 밸브 디스크 개-폐 표시가 가능한 고 내마모성 소프트 실 제수밸브,신진정공(주),1318113981,김은석,2023-02-16,2026-02-15
성능인증,23-ABD0096,실영상과 열영상이 중첩된 영상으로 된 하이브리드 카메라 CCTV 시스템,(주)제이한테크,4128151415,박종한,2023-02-16,2026-02-15
성능인증,23-AAI0094,내마모성이 우수한 복합탄화물로 육성용접된 석탄화력발전소 미분기 분쇄롤,(주)정원엔지니어링,1378112786,정주용,2023-02-16,2026-02-15
성능인증,23-ANA0095,실시간 스트리밍 영상의 유출 방지기술을 적용한 멀티스크린 모니터링 시스템,주식회사 위즈브레인,1058713887,류광윤,2023-02-16,2026-02-15
성능인증,24-BBD0301,실영상과 열영상이 중첩된 영상으로 된 하이브리드 카메라 CCTV 시스템,(주)제이한테크,4128151415,박종한,2023-02-16,2026-02-15
성능인증,23-ACM0097,녹화 매트리스형 돌망태,(주)효진산업,5108126734,전영재,2023-02-16,2026-02-15
성능인증,24-GDI0146,UV 레진 접합기술이 적용된 GtoG BIPV,주식회사 아키페이스,1378170374,전영기,2023-02-15,2026-02-14
성능인증,23-BFB0409,압축공기를 이용한 협잡물 퇴적 방지용 로터리제진기,동아정밀공업사,6032595949,윤병화,2023-02-15,2026-02-14
성능인증,24-GBI0013,접지 작업용 로봇 및 모니터링 장치가 구비된 수배전반 (고압배전반 저압배전반 전동기제어반 분전반),(주)엔피산업전기,1268643493,이경수,2023-02-15,2026-02-14
성능인증,23-GDI0242,UV 레진 접합기술이 적용된 GtoG BIPV,주식회사 아키페이스,1378170374,양성진,2023-02-15,2026-02-14
성능인증,23-ADK0082,부식방지하는 목교 데크로드,수풍산업(주),3048105513,배대환,2023-02-15,2026-02-14
성능인증,23-ACE0085,단열 및 내진성능을 향상시킨 에너지절약형 미서기창,(주)성원엔지니어링,4108128941,고성수,2023-02-15,2026-02-14
성능인증,23-ABI0093,접지 작업용 로봇 및 모니터링 장치가 구비된 수배전반 (고압배전반 저압배전반 전동기제어반 분전반),(주)엔피산업전기,1268643493,이경수,2023-02-15,2026-02-14
성능인증,23-ADI0091,UV 레진 접합기술이 적용된 GtoG BIPV,주식회사 아키페이스,1378170374,김인환,2023-02-15,2026-02-14
성능인증,23-ACI0092,3축 크랭크기술을 적용한 속도감응형 고속접이식 자동방호게이트,(주)디앤에스테크놀로지,1108124633,이원우,2023-02-15,2026-02-14
성능인증,23-AFB0087,압축공기를 이용한 협잡물 퇴적 방지용 로터리제진기,동아정밀공업사,6032595949,윤병화,2023-02-15,2026-02-14
성능인증,23-ADK0088,내진완충재와 ㄹ자형 열손실 차단구조 내진 및 내화성능을 보강한 금속지붕패널,주식회사 우진루프패널,7148700769,박병욱,2023-02-15,2026-02-14
성능인증,23-ADI0089,냄새 저감 및 미끄럼 방지 효과가 향상된 미끄럼방지포장재,(주)에이치케이씨,1308187141,강재현,2023-02-15,2026-02-14
성능인증,23-ABI0090,RTU PLC를 이용한 하천안전 원방감시제어시스템,(주)종성테크,2208624819,임성규,2023-02-15,2026-02-14
성능인증,25-FDK0084,내진완충재와 ㄹ자형 열손실 차단구조 내진 및 내화성능을 보강한 금속지붕패널,주식회사 우진루프패널,7148700769,박병욱,2023-02-15,2026-02-14
성능인증,23-ABI0081,실시간 동작 및 고장상태 진단 유무선 비상벨 시스템,(주)이레씨즈,1068624944,김영태신덕찬,2023-02-14,2026-02-13
성능인증,23-ABC0076,인출식 지중 매립형 현장계장제어장치용 외함,주식회사 대산전기통신,1938701321,이창호,2023-02-14,2026-02-13
성능인증,23-ANM0075,DD모터 카메라가 적용된 영상감시장치,(주)한국아이티에스,5028189591,하승태,2023-02-14,2026-02-13
성능인증,23-ADI0073,탄소섬유보강 기술을 적용한 고내구성 폴리우레아 도막방수재 (SpeeTop System),(주)서현하이텍,4108656267,이미영,2023-02-14,2026-02-13
성능인증,24-BBN0136,기계진동 진단기능이 적용된 디젤발전기,에너젠(주),6088187265,하영식,2023-02-14,2026-02-13
성능인증,23-ABN0074,기계진동 진단기능이 적용된 디젤발전기,에너젠(주),6088187265,하영식,2023-02-14,2026-02-13
성능인증,23-CDM0036,알루미늄 프로파일 기술을 적용한 인공암벽 제품 설치 작업성이 향상된 인공암벽,클라임코리아(주),1418101217,홍주표,2023-02-14,2026-02-13
성능인증,23-ANI0080,불량 모듈 회피 알고리즘과 무중단 표출제어 장치를 적용한 디지털 사이니지 전광판,(주)싸인텔레콤,1148182595,박영기,2023-02-14,2026-02-13
성능인증,23-BBI0272,실시간 동작 및 고장상태 진단 유무선 비상벨 시스템,(주)이레씨즈,1068624944,김영태신덕찬,2023-02-14,2026-02-13
성능인증,23-BBN0325,기계진동 진단기능이 적용된 디젤발전기,에너젠(주),6088187265,하영식,2023-02-14,2026-02-13
성능인증,23-GBN0139,기계진동 진단기능이 적용된 디젤발전기,에너젠(주),6088187265,하영식,2023-02-14,2026-02-13
성능인증,24-FDI0333,탄소섬유보강 기술을 적용한 고내구성 폴리우레아 도막방수재 (SpeeTop System),(주)서현하이텍,4108656267,이미영,2023-02-14,2026-02-13
성능인증,23-ABI0066,IR센서의 교체가 용이한 구조의 다중터치 ID생성이 가능한 전자칠판 ,(주)벡트(VECT),2208727579,유창수,2023-02-13,2026-02-12
성능인증,23-ANI0071,객체 인식 CCTV로 지능화 변환이 가능한 스마트 교통안전 알림이,(주)알트에이,4808100530,이태우,2023-02-13,2026-02-12
성능인증,23-AAD0069,디스크에 필터를 장착하며 필터의 유지관리가 쉬운 구조가 적용된 스트레이너(필터 게이트형),(주)현대밸브,1398110936,최호정,2023-02-13,2026-02-12
성능인증,23-CDI0084,배합성형기술과 Oven-curing기법을 적용한 시트형 탄성포장재,주식회사 금강피씨씨,1208706615,백경기,2023-02-11,2026-02-10
성능인증,25-GDI0081,배합성형기술과 Oven-curing기법을 적용한 시트형 탄성포장재,주식회사 금강피씨씨,1208706615,정은영,2023-02-11,2026-02-10
성능인증,23-ABI0064,아크보호 및 제거시스템,주식회사 넥스포,2208664198,김정배,2023-02-10,2026-02-09
성능인증,23-AFM0058,소음 진동 저감이 향상된 부식방지용 체결 구조를 가진 데크로드,(주)피플로드,8198802282,김남균,2023-02-10,2026-02-09
성능인증,23-ABF0063,기계학습 기반의 건물 부하 최적 관리 및 제어 시스템,에스텍아이앤씨(주),3058150966,박길현,2023-02-10,2026-02-09
성능인증,23-ADI0065,금속물질과 유기물질의 조성배합으로 자외선반사 패턴을 형성한 조류충돌방지 필름,(주)그린웍스,1388802091,전영실,2023-02-10,2026-02-09
성능인증,23-ABF0057,유증기 및 수증기가 많은 환경에서 공기정화 기능을 수행하고 자체 필터 재생 기능을 가진 세라믹필터 집진기,주식회사 칸필터,6108700337,한대곤,2023-02-10,2026-02-09
성능인증,24-GFM0062,소음 진동 저감이 향상된 부식방지용 체결 구조를 가진 데크로드,(주)피플로드,8198802282,김남균,2023-02-10,2026-02-09
성능인증,24-BBI0107,아크보호 및 제거시스템,주식회사 넥스포,2208664198,김정배,2023-02-10,2026-02-09
성능인증,24-BAI0135,상부격판 구조기술을 적용하여 동파방지 및 차폐성능이 우수한 전자식 수도미터,(주)삼원미터텍,1378167898,김종복,2023-02-08,2026-02-07
성능인증,23-ABI0054,전력품질진단장치를 적용한 면진형 배전반,정선전기(주),1268158671,임종두,2023-02-08,2026-02-07
성능인증,23-AAI0051,상부격판 구조기술을 적용하여 동파방지 및 차폐성능이 우수한 전자식 수도미터,(주)삼원미터텍,1378167898,김종복,2023-02-08,2026-02-07
성능인증,23-ANI0052,긴급문자를 분류 판별 판독하여 방송 송출이 가능한 통합방송시스템,제이디미디어(주),1238603283,김석호,2023-02-08,2026-02-07
성능인증,23-AND0053,임베디드 시스템 기술과 고가용성(HA) 기술 적용을 통한 안정성 확보로 주차시스템의 장애를 최소화 시켜주는 주차 주제어장치,주식회사 플러스파크,2398801380,김병근이선희,2023-02-08,2026-02-07
성능인증,25-BAI0026,상부격판 구조기술을 적용하여 동파방지 및 차폐성능이 우수한 전자식 수도미터,(주)삼원미터텍,1378167898,김종복,2023-02-08,2026-02-07
성능인증,23-ADI0049,2방향 인양하중에 저항하고 연결기능을 겸용하는 인양앵커를 적용한 프리캐스트 콘크리트 옹벽,(주)강탄산업,1268191802,김우기,2023-02-06,2026-02-05
성능인증,23-AAJ0050, 단일탑 3단 세정식 탈취기,(주)정명,4338100382,조창균,2023-02-06,2026-02-05
성능인증,23-CBI0357,제빙량 극대화 및 운전진단 기술을 적용한 위생적인 제빙기,블루닉스(주),1348107284,김종민,2023-02-05,2026-02-04
성능인증,23-ABB0046,방열성 분체도료 코팅 및 지진충격을 감쇠시키는 이중슬립 면진장치를 적용한 수배전반 (고압배전반 저압배전반 전동기제어반 분전반),(주)JK알에스티,6038149887,정용규,2023-02-03,2026-02-02
성능인증,23-ADB0044,제진 및 방습 성능이 적용된 납골안치단,(주)태경유아공익사,4478700632,김수진,2023-02-02,2026-02-01
성능인증,23-ADE0041,심재준불연 EPS 단열재(단열판),(주)디케이보드,4108165801,한갑호,2023-02-02,2026-02-01
성능인증,23-ANM0039,통신(TCP/IP) 프로토콜을 사용하지 않고 통신 회선 상태를 알 수 있는 관리형 통합배선반,가나테크윈,5130377587,윤상철,2023-02-02,2026-02-01
성능인증,23-AAA0040,다공제본천공기,가평테크,1130536658,노희옥,2023-02-02,2026-02-01
성능인증,24-BAA0010,다공제본천공기,가평테크,1130536658,노희옥,2023-02-02,2026-02-01
성능인증,23-BAA0183,다공제본천공기,가평테크,1130536658,노희옥,2023-02-02,2026-02-01
성능인증,23-ABK0038,활선부 접근 및 지진에 대한 경보 시스템을 갖춘 내진 완충 장치와 코일 스프링이 있는 내진 수배전반 (고압배전반 저압배전반 전동기제어반 분전반),(주)은성엔지니어링,3018143444,김정현,2023-02-01,2026-01-31
성능인증,23-CAI0042,도시철도 본선 환기구 양방향 전기집진장치,주식회사 리트코,2148186794,정종경,2023-01-31,2026-01-30
성능인증,23-ABA0029,분리형 무선 수질측정(pH DO RC ORP MLSS) 장치 및 지시변환기,대윤계기산업(주),1138132146,서윤성서인호,2023-01-31,2026-01-30
성능인증,23-CBI0008,비상라이트(화재경보기/LED비상조명등),드림네트워크,1280398410,이상무,2023-01-31,2026-01-30
성능인증,23-CDP0034,장력유지장치를 구비한 막구조물,주식회사 더블앤,2238118664,나영순,2023-01-31,2026-01-30
성능인증,23-ABA0028,버블트랩 구조 적용 “탁도 측정센서” 국산화 개발,대윤계기산업(주),1138132146,서윤성서인호,2023-01-31,2026-01-30
성능인증,23-CAI0031,액상촉매를 이용한 악취 및 유해가스 탈취 장치,엔.엠테크주식회사,1278174539,이인옥,2023-01-29,2026-01-28
성능인증,23-CBI0037,멀티 큐브 영상 보정 시스템 기술을 적용한 디스플레이 장치,(주)하이브시스템,1298142746,박정실,2023-01-29,2026-01-28
성능인증,23-CAI0077,무동력 회전 드럼을 적용한 약액 다단 세정방식의 탈취 장치,이노엔비텍(주),1088176235,심상현,2023-01-29,2026-01-28
성능인증,23-CAI0030,혐기소화 바이오가스의 연료 활용성 개선을 위한 황화수소 제거 장치,엔.엠테크주식회사,1278174539,이인옥,2023-01-29,2026-01-28
성능인증,23-ABB0024,기밀성 및 결속성능을 적용한 바닥형 보행신호등,(주)필립트론,4528700823,이병권이인화,2023-01-27,2026-01-26
성능인증,23-GBB0238,기밀성 및 결속성능을 적용한 바닥형 보행신호등,주식회사 필립트론,4528700823,도기주이인화,2023-01-27,2026-01-26
성능인증,23-GAC0354,회전형 웨어링이 내장된 임펠러 밀착형 하우징구조의 펌프,(주)신정기공,5148136568,오성현,2023-01-26,2026-01-25
성능인증,23-AAC0019,회전형 웨어링이 내장된 임펠러 밀착형 하우징구조의 펌프,(주)신정기공,5148136568,오인식,2023-01-26,2026-01-25
성능인증,23-EDK0156,안전성이 향상된 이중연결구조의 낙석방지펜스,(주)성화휀스,3018138029,강덕중강성진,2023-01-26,2026-01-25
성능인증,23-FBI0111,소화기술의 접속함을 적용하여 소화장치 및 연동표시기 성능이 우수한 태양광 발전장치,이에스솔라 주식회사 (ES-SOLAR),1428169409,박상희박형달,2023-01-25,2026-01-24
성능인증,23-ABI0011,소화기술의 접속함을 적용하여 소화장치 및 연동표시기 성능이 우수한 태양광 발전장치,이에스솔라 주식회사 (ES-SOLAR),1428169409,박상희박형달,2023-01-25,2026-01-24
성능인증,24-FBI0275,소화기술의 접속함을 적용하여 소화장치 및 연동표시기 성능이 우수한 태양광 발전장치,주식회사 에너지솔루션,1428169409,박상희박형달,2023-01-25,2026-01-24
성능인증,23-ABI0015,커터 홀딩기구가 장착된 문서세단기,제이어스테크 주식회사,2538602644,허인석,2023-01-25,2026-01-24
성능인증,23-ADK0013,판스프링형 탄성체를 구비한 건물일체형 태양광발전장치 BIPV,(주)일강케이스판,2208133424,김승기,2023-01-25,2026-01-24
성능인증,25-GDK0093,판스프링형 탄성체 및 면진구조를 가진 지붕패널,(주)일강이엔아이,2208133424,김승기,2023-01-25,2026-01-24
성능인증,23-BBI0466,커터 홀딩기구가 장착된 문서세단기,제이어스테크 주식회사,2538602644,허인석,2023-01-25,2026-01-24
성능인증,23-BBI0179,소화기술의 접속함을 적용하여 소화장치 및 연동표시기 성능이 우수한 태양광 발전장치,이에스솔라 주식회사 (ES-SOLAR),1428169409,박상희박형달,2023-01-25,2026-01-24
성능인증,25-GDK0092,판스프링형 탄성체를 구비한 건물일체형 태양광발전장치 BIPV,(주)일강이엔아이,2208133424,김승기,2023-01-25,2026-01-24
성능인증,24-BBI0287,커터 홀딩기구가 장착된 문서세단기,제이어스테크 주식회사,2538602644,허인석,2023-01-25,2026-01-24
성능인증,23-ADI0016,드레인 상자가 적용된 흙 충진 식생사각 상자형 돌망태, 주식회사 와이즈이앤지,1278641620,엄정연,2023-01-25,2026-01-24
성능인증,23-ADK0012,판스프링형 탄성체 및 면진구조를 가진 지붕패널,(주)일강케이스판,2208133424,김승기,2023-01-25,2026-01-24
성능인증,24-GBI0072,소화기술의 접속함을 적용하여 소화장치 및 연동표시기 성능이 우수한 태양광 발전장치,주식회사 에너지솔루션,1428169409,박상희박형달,2023-01-25,2026-01-24
성능인증,23-CBN0070,볼타입 수직 수평 탄성블럭 내진 감쇄장치를 갖는 스마트 수배전반(고압배전반저압배전반모터컨트롤센터),주식회사 대연,6098171505,김상기,2023-01-22,2026-01-21
